"","transcript_id","chr_name","start","end","transcript_size","CDS_length","number_exons","gene_id","ns","s","CUB_dmel"
"16076","ENSBTAT00000031714","11",61783669,61784169,500,500,1,"ENSBTAG00000023318",14,8,0.119489086164019
"16077","ENSBTAT00000031817","11",82408729,82412205,3476,1387,2,"ENSBTAG00000023372",81,19,0.424222302881523
"16078","ENSBTAT00000032442","11",82739315,83207196,467881,6120,45,"ENSBTAG00000014081",294,133,0.070360201533645
"16079","ENSBTAT00000032505","11",20087126,20087887,761,761,1,"ENSBTAG00000023736",67,20,0.194840764383619
"16080","ENSBTAT00000032525","11",69714436,69716274,1838,361,2,"ENSBTAG00000023744",6,7,0.267954948621014
"16081","ENSBTAT00000032576","11",105992918,105996517,3599,573,6,"ENSBTAG00000039531",80,32,0.263520968016827
"16082","ENSBTAT00000032589","11",14165009,14269797,104788,3832,35,"ENSBTAG00000012519",155,44,0.0930044964528694
"16083","ENSBTAT00000032610","11",103206308,103208678,2370,499,5,"ENSBTAG00000000893",27,6,0.236398715382384
"16084","ENSBTAT00000032616","11",106565947,106574908,8961,1174,8,"ENSBTAG00000012147",116,46,0.246017097394971
"16085","ENSBTAT00000032623","11",106277920,106279137,1217,1217,1,"ENSBTAG00000023787",64,13,0.71611013015954
"16086","ENSBTAT00000032625","11",106331420,106383658,52238,2453,19,"ENSBTAG00000023788",176,58,0.416434719486353
"16087","ENSBTAT00000032650","11",100951292,100966187,14895,1078,5,"ENSBTAG00000023797",120,38,0.579472274221531
"16088","ENSBTAT00000032653","11",103083692,103097357,13665,2391,18,"ENSBTAG00000004194",290,98,0.48624377223444
"16089","ENSBTAT00000032655","11",103058926,103067689,8763,1786,11,"ENSBTAG00000007486",264,78,0.419825870987174
"16090","ENSBTAT00000032657","11",102648440,102654988,6548,978,3,"ENSBTAG00000023801",167,54,0.289015417501344
"16091","ENSBTAT00000032663","11",101699110,101834005,134895,3685,26,"ENSBTAG00000020791",181,66,0.232046188495837
"16092","ENSBTAT00000032713","11",99573301,99603514,30213,962,10,"ENSBTAG00000001933",72,30,0.16979703791599
"16093","ENSBTAT00000032743","11",98822680,98865495,42815,2546,22,"ENSBTAG00000011307",207,77,0.303981711334458
"16094","ENSBTAT00000032751","11",98712579,98747030,34451,1493,10,"ENSBTAG00000011912",165,54,0.315292741419861
"16095","ENSBTAT00000032754","11",98609981,98642865,32884,1138,11,"ENSBTAG00000023851",148,49,0.309934330628025
"16096","ENSBTAT00000032762","11",98472962,98496454,23492,1734,15,"ENSBTAG00000008994",208,68,0.237937926890797
"16097","ENSBTAT00000032789","11",94013638,94061472,47834,3547,20,"ENSBTAG00000023867",111,20,0.481731776998679
"16098","ENSBTAT00000032812","11",98162679,98177718,15039,1492,5,"ENSBTAG00000023885",54,25,0.28600549492814
"16099","ENSBTAT00000032823","11",92512384,92685141,172757,3454,17,"ENSBTAG00000008232",341,112,0.540335066692481
"16100","ENSBTAT00000032849","11",87962202,87973179,10977,741,6,"ENSBTAG00000001140",68,25,0.143530717110132
"16101","ENSBTAT00000032851","11",87862644,87892151,29507,730,5,"ENSBTAG00000002108",70,24,0.134281852043783
"16102","ENSBTAT00000032875","11",86883080,86941485,58405,1268,13,"ENSBTAG00000001927",56,28,0.137644093822233
"16103","ENSBTAT00000032910","11",71341955,71359900,17945,977,4,"ENSBTAG00000023929",184,57,0.246473146087038
"16104","ENSBTAT00000032931","11",72794374,72798523,4149,410,4,"ENSBTAG00000023938",21,7,0.152735824161275
"16105","ENSBTAT00000032936","11",73998186,74070074,71888,2814,24,"ENSBTAG00000021143",168,49,0.211666840659213
"16106","ENSBTAT00000032941","11",74130794,74224256,93462,2428,23,"ENSBTAG00000007888",133,58,0.266775827194272
"16107","ENSBTAT00000032950","11",74335633,74418091,82458,3414,21,"ENSBTAG00000018705",247,83,0.379963833035524
"16108","ENSBTAT00000032953","11",74420278,74432692,12414,882,6,"ENSBTAG00000015014",37,10,0.277584198653598
"16109","ENSBTAT00000032958","11",72077019,72106238,29219,1687,14,"ENSBTAG00000003902",45,16,0.252697611800931
"16110","ENSBTAT00000032961","11",72423497,72429877,6380,1899,15,"ENSBTAG00000006832",234,73,0.162281008488288
"16111","ENSBTAT00000033004","11",67091495,67182827,91332,1909,11,"ENSBTAG00000023976",92,40,0.0887975779452163
"16112","ENSBTAT00000033040","11",49428205,49431020,2815,297,3,"ENSBTAG00000023997",24,7,0.204019922366356
"16113","ENSBTAT00000033046","11",48044771,48063745,18974,624,6,"ENSBTAG00000008956",25,7,0.118485574981679
"16114","ENSBTAT00000033050","11",49609264,49638447,29183,1132,11,"ENSBTAG00000021935",67,24,0.18720671122223
"16115","ENSBTAT00000033053","11",49084767,49126019,41252,948,3,"ENSBTAG00000024000",109,34,0.427940879901219
"16116","ENSBTAT00000033059","11",46638500,46648701,10201,741,6,"ENSBTAG00000039476",13,6,0.217380053939837
"16117","ENSBTAT00000033078","11",36710563,36714886,4323,381,3,"ENSBTAG00000024019",40,13,0.237652881048984
"16118","ENSBTAT00000033090","11",24937006,25095440,158434,1753,17,"ENSBTAG00000004073",61,16,0.278075624986464
"16119","ENSBTAT00000033091","11",37970621,37972600,1979,463,5,"ENSBTAG00000015473",33,15,0.2116739209807
"16120","ENSBTAT00000033104","11",38013820,38127756,113936,5495,31,"ENSBTAG00000017469",163,45,0.708019428828648
"16121","ENSBTAT00000033124","11",21086328,21091431,5103,697,8,"ENSBTAG00000014891",43,9,0.323289818737528
"16122","ENSBTAT00000033131","11",21205638,21213774,8136,568,5,"ENSBTAG00000024042",53,20,0.314561981122213
"16123","ENSBTAT00000033135","11",21498950,21534711,35761,1017,9,"ENSBTAG00000024044",27,16,0.361755274282238
"16124","ENSBTAT00000033154","11",12899799,13123408,223609,6261,57,"ENSBTAG00000013290",509,167,0.273527638926072
"16125","ENSBTAT00000033161","11",11158833,11160679,1846,1444,2,"ENSBTAG00000024058",268,94,0.327778853785196
"16126","ENSBTAT00000033187","11",10168234,10170282,2048,803,4,"ENSBTAG00000001843",103,32,0.179391162387106
"16127","ENSBTAT00000033191","11",10114601,10120451,5850,2146,11,"ENSBTAG00000016609",112,40,0.164818956535603
"16128","ENSBTAT00000033196","11",7241773,7296373,54600,2379,12,"ENSBTAG00000024075",137,49,0.128189468390244
"16129","ENSBTAT00000033229","11",1848722,1872852,24130,455,4,"ENSBTAG00000034586",14,8,0.203389417600921
"16130","ENSBTAT00000033248","11",1237946,1550260,312314,1723,17,"ENSBTAG00000004297",101,48,0.090821842046644
"16131","ENSBTAT00000033827","11",103463179,103481689,18510,1196,10,"ENSBTAG00000039851",82,35,0.297465932037885
"16132","ENSBTAT00000034635","11",4483403,4531607,48204,3633,24,"ENSBTAG00000034255",228,76,0.306486852926978
"16133","ENSBTAT00000034836","11",19192104,19280609,88505,1931,13,"ENSBTAG00000024980",75,45,0.091033921205254
"16134","ENSBTAT00000035230","11",104088329,104100104,11775,828,6,"ENSBTAG00000025161",57,12,0.39666929579299
"16135","ENSBTAT00000036128","11",98967419,98981945,14526,446,4,"ENSBTAG00000025612",52,15,0.241617623711956
"16136","ENSBTAT00000036144","11",37722979,37796305,73326,1130,7,"ENSBTAG00000011104",78,23,0.255887906229172
"16137","ENSBTAT00000036694","11",5978677,6119204,140527,3406,20,"ENSBTAG00000025898",185,74,0.200398577638429
"16138","ENSBTAT00000036918","11",23597191,23598350,1159,280,2,"ENSBTAG00000026034",36,14,0.211730312566619
"16139","ENSBTAT00000037014","11",69619939,69643718,23779,312,3,"ENSBTAG00000026111",16,11,0.182390913265285
"16140","ENSBTAT00000037997","11",21528543,21529007,464,464,1,"ENSBTAG00000032775",40,10,0.184499072460061
"16141","ENSBTAT00000038679","11",31113281,31113971,690,565,2,"ENSBTAG00000027015",99,35,0.279438264067856
"16142","ENSBTAT00000038682","11",27366421,27369212,2791,982,2,"ENSBTAG00000027017",204,63,0.578994619551808
"16143","ENSBTAT00000038995","11",77886120,77927674,41554,13672,29,"ENSBTAG00000008505",582,202,0.139950925460639
"16144","ENSBTAT00000040067","11",35187882,35188286,404,404,1,"ENSBTAG00000027786",56,15,0.147557676209318
"16145","ENSBTAT00000040371","11",528774,626096,97322,5770,47,"ENSBTAG00000027991",189,82,0.129154972102377
"16146","ENSBTAT00000042743","11",103887950,103912718,24768,6954,30,"ENSBTAG00000023933",1034,369,0.183290252370528
"16147","ENSBTAT00000042753","11",104083267,104086627,3360,844,8,"ENSBTAG00000030278",46,17,0.256704714569338
"16148","ENSBTAT00000042757","11",104132819,104133394,575,575,1,"ENSBTAG00000030281",12,1,0.23540936310347
"16149","ENSBTAT00000042758","11",104177762,104214643,36881,1031,7,"ENSBTAG00000012525",151,51,0.29868146695488
"16150","ENSBTAT00000042776","11",106026182,106027928,1746,535,5,"ENSBTAG00000030296",22,12,0.242331079135114
"16151","ENSBTAT00000042787","11",105948656,105952103,3447,439,5,"ENSBTAG00000030302",60,12,0.290358528265852
"16152","ENSBTAT00000042795","11",105900381,105908374,7993,1588,14,"ENSBTAG00000000933",160,68,0.322497922364458
"16153","ENSBTAT00000042813","11",103137442,103145961,8519,1001,7,"ENSBTAG00000030319",140,45,0.341927923482782
"16154","ENSBTAT00000042859","11",103693051,103716228,23177,2085,12,"ENSBTAG00000011129",172,67,0.369173803102942
"16155","ENSBTAT00000042893","11",104269160,104272385,3225,801,6,"ENSBTAG00000051352",132,41,0.276775800364988
"16156","ENSBTAT00000042916","11",102660211,102733192,72981,2188,20,"ENSBTAG00000003530",167,50,0.109856921672182
"16157","ENSBTAT00000042924","11",102338054,102417694,79640,7962,24,"ENSBTAG00000024822",188,64,0.388174951185168
"16158","ENSBTAT00000042953","11",101453304,101464629,11325,847,2,"ENSBTAG00000004542",14,9,0.381965673352849
"16159","ENSBTAT00000043070","11",99627777,99628982,1205,1205,1,"ENSBTAG00000030521",82,37,0.654825505368183
"16160","ENSBTAT00000043115","11",99224911,99228032,3121,799,5,"ENSBTAG00000030540",82,18,0.326873022054749
"16161","ENSBTAT00000043180","11",98396255,98411609,15354,2938,14,"ENSBTAG00000013509",245,79,0.34703968885951
"16162","ENSBTAT00000043239","11",98589257,98598028,8771,1161,9,"ENSBTAG00000003387",172,46,0.280255616195442
"16163","ENSBTAT00000043256","11",98885058,98889561,4503,287,4,"ENSBTAG00000030608",6,2,0.185089161040112
"16164","ENSBTAT00000043337","11",94503992,94525380,21388,3830,13,"ENSBTAG00000014391",180,77,0.492001391172001
"16165","ENSBTAT00000043362","11",94076978,94079017,2039,1306,2,"ENSBTAG00000039815",40,6,0.277300478357198
"16166","ENSBTAT00000043363","11",94084617,94086044,1427,1427,1,"ENSBTAG00000038610",81,24,0.288710645581342
"16167","ENSBTAT00000043370","11",93988287,93993118,4831,900,3,"ENSBTAG00000030675",84,21,0.149313389321661
"16168","ENSBTAT00000043371","11",93972553,93973500,947,947,1,"ENSBTAG00000030676",76,29,0.216674885744988
"16169","ENSBTAT00000043424","11",86083910,86131734,47824,2770,20,"ENSBTAG00000007689",169,60,0.155007068312301
"16170","ENSBTAT00000043571","11",80823448,80845004,21556,2705,13,"ENSBTAG00000020059",82,32,0.574662426850189
"16171","ENSBTAT00000043597","11",77600906,77601358,452,452,1,"ENSBTAG00000030834",93,43,0.266076148696634
"16172","ENSBTAT00000043605","11",75242506,75386914,144408,2613,12,"ENSBTAG00000021969",289,119,0.330175491112945
"16173","ENSBTAT00000043636","11",75034976,75047562,12586,1456,14,"ENSBTAG00000002034",116,41,0.224835097388201
"16174","ENSBTAT00000043656","11",74947857,74973328,25471,784,8,"ENSBTAG00000030864",14,7,0.619001921864755
"16175","ENSBTAT00000043661","11",74934741,74946478,11737,946,8,"ENSBTAG00000000261",70,12,0.4051709609611
"16176","ENSBTAT00000043676","11",87655065,87710137,55072,1755,15,"ENSBTAG00000007543",54,11,0.385882080361959
"16177","ENSBTAT00000043900","11",78107602,78123286,15684,372,3,"ENSBTAG00000031014",8,3,0.328373221485374
"16178","ENSBTAT00000044022","11",73210558,73219450,8892,3046,11,"ENSBTAG00000005736",296,96,0.235431901196022
"16179","ENSBTAT00000044033","11",73095180,73133389,38209,1911,15,"ENSBTAG00000009649",67,34,0.0899568269582009
"16180","ENSBTAT00000044045","11",82965130,82966195,1065,400,2,"ENSBTAG00000020575",50,15,0.331855748054982
"16181","ENSBTAT00000044082","11",72984804,73002282,17478,599,4,"ENSBTAG00000031150",53,18,0.220518156503603
"16182","ENSBTAT00000044161","11",72415088,72419488,4400,680,7,"ENSBTAG00000031185",19,9,0.152301446816374
"16183","ENSBTAT00000044349","11",72190358,72192336,1978,684,6,"ENSBTAG00000018164",37,15,0.17393597325412
"16184","ENSBTAT00000044396","11",71835919,71932232,96313,1128,9,"ENSBTAG00000031332",57,17,0.150529410724572
"16185","ENSBTAT00000044402","11",71414056,71832242,418186,1138,11,"ENSBTAG00000031335",48,13,0.23940941518563
"16186","ENSBTAT00000044419","11",70928618,70963863,35245,930,6,"ENSBTAG00000031347",13,7,0.500178650916637
"16187","ENSBTAT00000044473","11",69094931,69143775,48844,1534,14,"ENSBTAG00000008946",55,22,0.128657810796209
"16188","ENSBTAT00000044505","11",68661493,68688647,27154,1599,6,"ENSBTAG00000001662",109,31,0.319636450401847
"16189","ENSBTAT00000044517","11",68588274,68599694,11420,1518,6,"ENSBTAG00000002783",76,31,0.229599974329263
"16190","ENSBTAT00000044615","11",66865538,66957383,91845,1446,9,"ENSBTAG00000018401",81,18,0.420338613481339
"16191","ENSBTAT00000044735","11",63472409,63500441,28032,514,5,"ENSBTAG00000016720",17,7,0.282703536235524
"16192","ENSBTAT00000044762","11",62290389,62345315,54926,1514,10,"ENSBTAG00000000111",38,19,0.326384278820579
"16193","ENSBTAT00000044807","11",61004363,61011366,7003,590,4,"ENSBTAG00000000899",49,20,0.176373893833827
"16194","ENSBTAT00000044819","11",60465885,60478168,12283,1612,14,"ENSBTAG00000004531",73,26,0.3714834982884
"16195","ENSBTAT00000044898","11",54800009,55985486,1185477,1334,7,"ENSBTAG00000031669",114,47,0.145137310928198
"16196","ENSBTAT00000044927","11",48006827,48007597,770,770,1,"ENSBTAG00000002542",45,12,0.231057067974456
"16197","ENSBTAT00000044991","11",49922461,49922739,278,278,1,"ENSBTAG00000031731",13,3,0.421696730554123
"16198","ENSBTAT00000045134","11",49329816,49339045,9229,1109,10,"ENSBTAG00000021230",99,32,0.191564688542868
"16199","ENSBTAT00000045140","11",49302640,49306893,4253,421,5,"ENSBTAG00000031828",29,19,0.18279730207179
"16200","ENSBTAT00000045323","11",47540554,47544114,3560,537,3,"ENSBTAG00000009033",22,8,0.213717316361597
"16201","ENSBTAT00000045349","11",47233511,47305607,72096,715,5,"ENSBTAG00000003408",38,14,0.283019111175097
"16202","ENSBTAT00000045402","11",46675260,46681685,6425,517,5,"ENSBTAG00000002085",20,3,0.172722364019089
"16203","ENSBTAT00000045471","11",44862419,44869712,7293,887,7,"ENSBTAG00000032051",41,19,0.117892386501082
"16204","ENSBTAT00000045527","11",44647598,44708488,60890,9076,29,"ENSBTAG00000000152",285,101,0.354447446553496
"16205","ENSBTAT00000045992","11",31274665,31450320,175655,672,9,"ENSBTAG00000032424",8,7,0.236233655865115
"16206","ENSBTAT00000046124","11",26771728,27198773,427045,958,11,"ENSBTAG00000032519",32,12,0.254052356798043
"16207","ENSBTAT00000046126","11",25897183,25993742,96559,4444,29,"ENSBTAG00000032521",192,79,0.356267296896474
"16208","ENSBTAT00000046128","11",26000998,26038206,37208,1034,13,"ENSBTAG00000013676",49,17,0.428250696794012
"16209","ENSBTAT00000046196","11",29405199,29525517,120318,2554,20,"ENSBTAG00000032558",265,77,0.319356468186556
"16210","ENSBTAT00000046197","11",26643616,26666693,23077,1447,5,"ENSBTAG00000000223",26,11,0.444294515720667
"16211","ENSBTAT00000046307","11",24832856,24885462,52606,1306,2,"ENSBTAG00000032623",75,18,0.213470186414007
"16212","ENSBTAT00000046345","11",27914741,27915064,323,323,1,"ENSBTAG00000032651",13,10,0.136013580439858
"16213","ENSBTAT00000046712","11",20369981,20426208,56227,1480,11,"ENSBTAG00000032905",44,14,0.572230801672488
"16214","ENSBTAT00000046717","11",20365526,20426421,60895,1321,11,"ENSBTAG00000032905",36,10,0.484590903485657
"16215","ENSBTAT00000046852","11",16072508,16114201,41693,2057,16,"ENSBTAG00000008006",59,34,0.111225506271757
"16216","ENSBTAT00000046862","11",15188656,15362260,173604,2521,20,"ENSBTAG00000033010",126,33,0.291241366715209
"16217","ENSBTAT00000046919","11",14696677,14750565,53888,1825,17,"ENSBTAG00000021694",63,25,0.389652225565862
"16218","ENSBTAT00000047005","11",13429040,13434299,5259,582,6,"ENSBTAG00000002105",16,5,0.19876244387144
"16219","ENSBTAT00000047228","11",11625912,12344329,718417,2277,21,"ENSBTAG00000020799",84,32,0.213467109951077
"16220","ENSBTAT00000047239","11",10696350,10730383,34033,824,7,"ENSBTAG00000012037",45,18,0.136797108312665
"16221","ENSBTAT00000047256","11",10848391,10863971,15580,984,9,"ENSBTAG00000033255",38,10,0.377006472683252
"16222","ENSBTAT00000047267","11",10889463,11079798,190335,12970,23,"ENSBTAG00000011172",349,139,0.742622936469481
"16223","ENSBTAT00000047352","11",10561672,10649688,88016,5086,11,"ENSBTAG00000022381",404,179,0.248573475521477
"16224","ENSBTAT00000047356","11",10475685,10495889,20204,642,6,"ENSBTAG00000006259",12,4,0.402855015114749
"16225","ENSBTAT00000047691","11",32278507,32765957,487450,1305,6,"ENSBTAG00000046199",90,32,0.111676629622506
"16226","ENSBTAT00000047798","11",9706679,9717879,11200,344,4,"ENSBTAG00000017189",14,7,0.218840119446779
"16227","ENSBTAT00000047919","11",7209122,7233330,24208,1745,10,"ENSBTAG00000033748",39,11,0.177285267699953
"16228","ENSBTAT00000047969","11",40691592,40795903,104311,1280,13,"ENSBTAG00000033801",55,19,0.410094036978749
"16229","ENSBTAT00000048087","11",14571647,14571958,311,311,1,"ENSBTAG00000033887",7,3,0.185427860899676
"16230","ENSBTAT00000048225","11",6278071,6329951,51880,1785,15,"ENSBTAG00000033998",31,16,0.105926634835221
"16231","ENSBTAT00000048447","11",5537564,5547776,10212,420,6,"ENSBTAG00000034184",10,3,0.18292360325773
"16232","ENSBTAT00000048703","11",3503864,3542496,38632,492,6,"ENSBTAG00000034384",27,4,0.280720189260909
"16233","ENSBTAT00000048949","11",45895958,45896826,868,561,3,"ENSBTAG00000034555",41,13,0.331755674431324
"16234","ENSBTAT00000048983","11",106722517,106933165,210648,6947,46,"ENSBTAG00000007882",378,114,0.461490659365526
"16235","ENSBTAT00000049077","11",1189981,1232043,42062,413,4,"ENSBTAG00000024105",16,7,0.179363048369213
"16236","ENSBTAT00000049092","11",1913421,1917775,4354,489,3,"ENSBTAG00000034657",36,8,0.197249765352095
"16237","ENSBTAT00000049472","11",2426982,2428622,1640,1640,1,"ENSBTAG00000034995",150,25,0.277314580043279
"16238","ENSBTAT00000049716","11",2686449,2704075,17626,1036,8,"ENSBTAG00000003975",83,28,0.246754094092326
"16239","ENSBTAT00000049805","11",2831253,2861842,30589,439,5,"ENSBTAG00000050476",56,18,0.183991463490893
"16240","ENSBTAT00000050064","11",26643616,26668313,24697,1156,5,"ENSBTAG00000000223",24,12,0.445594359081907
"16241","ENSBTAT00000050582","11",99313261,99331831,18570,1263,12,"ENSBTAG00000036101",20,7,0.271015401868606
"16242","ENSBTAT00000050592","11",99351294,99362537,11243,1266,12,"ENSBTAG00000036099",26,6,0.240370763808254
"16243","ENSBTAT00000052007","11",93611263,93612213,950,950,1,"ENSBTAG00000040047",76,32,0.0966676737099568
"16244","ENSBTAT00000052043","11",93582524,93583456,932,932,1,"ENSBTAG00000037542",23,17,0.171251540239521
"16245","ENSBTAT00000052061","11",7459766,7501366,41600,682,5,"ENSBTAG00000038462",26,12,0.177055715863929
"16246","ENSBTAT00000052129","11",102952797,102959690,6893,524,4,"ENSBTAG00000005190",18,8,0.147917348187871
"16247","ENSBTAT00000052227","11",95553005,95774308,221303,1427,10,"ENSBTAG00000040585",27,19,0.103708843416569
"16248","ENSBTAT00000052515","11",93604203,93605141,938,938,1,"ENSBTAG00000054775",24,12,0.157425246179371
